,Headlines,Dates
6861,"When It Comes to Home Values, Is It Better to Own Near a Wal-Mart or Target?",3/10/2016
6862,Should you live near a Walmart or a Target?,3/10/2016
6863,Better Dividend Stock: Wal-Mart vs. Target,3/8/2016
6864,How Wal-Mart and Target Are Keeping Up With Amazon,3/7/2016
6865,Wal-Mart Stores Inc's Biggest Weakness in One Chart,3/6/2016
6866,"Ex-Dividend Reminder: Gannett, Wal-Mart Stores and GNC Holdings",3/6/2016
6867,"Why Wal-Mart Stores, Inc. Is Trying to Get Into the Payments Business",3/5/2016
6868,Wal-Mart de Mexico Reports Best Traffic Since 2012,3/3/2016
6869,"In One Chart: Surprise, Whole Foods habitués: You’re a lot like Walmart shoppers",3/3/2016
6870,How Walmart Is Revamping Sam's Club To Take On Competition?,2/29/2016
6871,Why Wal-Mart Can't Grow Anymore,2/27/2016
6872,Better Buy: Costco Wholesale Corporation vs. Wal-Mart,2/26/2016
6873,"Boeing Becomes #13 Most Shorted Dow Stock, Replacing Wal-Mart Stores",2/25/2016
6874,Wal-Mart Cuts More Staff at Headquarters,2/24/2016
6875,Wal-Mart Trends Boost Three Software Picks,2/22/2016
6876,Wal-Mart Is Quickly Losing Ground to Amazon.com,2/21/2016
6877,Better Buy: Wal-Mart Stores Inc. vs. Amazon.com,2/20/2016
6878,Wal-Mart Stores Inc. Slashes Sales Outlook,2/18/2016
6879,Wal-Mart Keeps Underperforming Amazon and Costco,2/18/2016
6880,Wal-Mart Stock Down but Defensive,2/18/2016
6881,"Final Trade: Wal-Mart, Anthem, Tesoro, & more ",2/17/2016
6882,"Wal-Mart, Reporting Slower E-Commerce Growth, Makes Plans to Expand Number of Products Available Online",2/17/2016
6883,The Dow Drops: Blame Wal-Mart,2/17/2016
6884,The Dow Drops: Blame Wal-Mart,2/17/2016
6885,Wal-Mart Curbs Inventory Growth,2/17/2016
6886,Wal-Mart: No White Knight,2/17/2016
6887,Wal-Mart: No White Knight,2/17/2016
6888,Wal-Mart Lowers Sales Outlook,2/17/2016
6889,Wall Street little changed as IBM's gains offset Wal-Mart drop,2/17/2016
6890,Mid-Morning Market Update: Markets Mostly Lower; Wal-Mart Lowers Sales Outlook,2/17/2016
6891,Walmart Profit Fell Almost 8% in 4th Quarter,2/17/2016
6892,"Stocks to Watch: Wal-Mart, Devon Energy, Ingram Micro",2/17/2016
6893,"Wal-Mart Eyeing Expansion Of Fresh Food Operations, Report Suggests",2/17/2016
6894,Mixed quarter for Wal-Mart,2/17/2016
6895,Wal-Mart Sees Decline In Online Sales Growth As Amazon's Online Sales Increase,2/17/2016
6896,Walmart shares tumble as retailer lowers sales outlook,2/17/2016
6897,"Wal-Mart lowers annual sales forecast, raises dividend",2/17/2016
6898,Analyst: Why Wal-Mart can make a comeback,2/17/2016
6899,"Wal-Mart Drops 5% Following Q4 Report, Lowered Sales Outlook",2/17/2016
6900,Walmart Reports an Expected Fall in Profit,2/17/2016
6901,Wal-Mart reports in-line fall in quarterly profit,2/17/2016
6902,Wal-Mart raises annual dividend to $2.00 a share from $1.96,2/17/2016
6903,Wal-Mart Works to Win Back Shoppers,2/16/2016
6904,Wal-Mart Is Feeling Boxed In,2/16/2016
6905,Wal-Mart aims to improve scheduling for U.S. workers,2/16/2016
6906,Wal-Mart Is Feeling Boxed In,2/16/2016
6907,Can Wal-Mart Earn Respect?,2/16/2016
6908,Can Wal-Mart Earn Respect?,2/16/2016
6909,"China, Currencies Could Factor in Wal-Mart, MGM Earnings",2/16/2016
6910,Insight - Lost in translation: Wal-Mart stumbles hard in Brazil,2/15/2016
6911,Wal-Mart de Mexico Net Profit Falls,2/15/2016
6912,Earnings Outlook: What to expect from Wal-Mart earnings,2/15/2016
6913,Wal-Mart Set To Kick Off Retail Earnings Season,2/14/2016
6914,"Questions for the E.C.B. Leader, Fed Minutes and Walmart Earnings",2/13/2016
6915,"3 Stocks to Watch Next Week: Priceline, T-Mobile, and Wal-Mart",2/11/2016
6916,Wal-Mart: Will Deflation Be Deflating?,2/11/2016
6917,Wal-Mart: Will Deflation Be Deflating?,2/11/2016
6918,Wal-Mart Joins Dow Dogs as Dividend Yield Rises,2/8/2016
6919,When Walmart left: Store closures shock rural America,2/5/2016
6920,Motley Fool: Why Walmart Express failed,2/5/2016
6921,Killing the Working Class at Wal-Mart,2/3/2016
6922,Walmart taking over development of its gas stations,2/3/2016
6923,Wal-Mart Stock Looks Undervalued: Buying Opportunity?,2/3/2016
6924,"Walmart Sues Puerto Rico, Claiming an Unfair and Onerous Tax Burden",2/2/2016
6925,The Wall Street Journal: Wal-Mart to operate its own gas stations,2/2/2016
6926,Wal-Mart to Pump Its Own Gasoline,2/2/2016
6927,500 pounds of marijuana found in truck outside Walmart,2/2/2016
6928,What not to buy at Target and Walmart,1/29/2016
6929,"The Haggler: A Little Walmart Gift Card for You, a Big Payout for Lawyers",1/29/2016
6930,Wal-Mart Closures Bring In Resellers,1/28/2016
6931,Wal-Mart Closures Bring Out the Amazon Sellers,1/28/2016
6932,Jury orders Wal-Mart to pay pharmacist $31.22 million in bias case,1/27/2016
6933,"Do Blizzards Boost Sales for Whole Foods, Wal-Mart, and Other Retailers?",1/26/2016
6934,"As a Wal-Mart Exits, Town Looks Ahead",1/25/2016
6935,"Walmart, others promise Flint up to 6.5M bottles of water",1/25/2016
6936,"Wal-Mart receives ""mini-tender"" offer from TRC Capital Corp.",1/25/2016
6937,"Walmart, others promise Flint up to 6.5M water bottles",1/25/2016
6938,Walmart Canada to begin charging for plastic bags on Feb. 9,1/24/2016
6939,Will Target's Urban Stores Succeed Where Walmart Failed?,1/24/2016
6940,Why Walmart Express Failed,1/23/2016
6941,Judge rules Walmart unlawfully fired workers on strike,1/21/2016
6942,"Instant Analysis: Wal-Mart Stores, Inc. Set to Raise Wages for 1.2 Million Employees",1/21/2016
6943,Walmart ordered to reinstate workers,1/21/2016
6944,Walmart Kills Walmart Express: Are Neighborhood Market Stores More Productive?,1/21/2016
6945,"Wal-Mart Strikes Lawful, Must Reinstate Workers: NLRB Judge",1/20/2016
6946,"Wal-Mart strikes lawful, must reinstate workers: NLRB judge",1/20/2016
6947,"Worker Strikes Against Wal-Mart In 2013 Were Lawful, Judge Says",1/20/2016
6948,"Minimum Wage Hikes Could Add to Wal-Mart Stores, Inc.'s Woes",1/20/2016
6949,Wal-Mart Admits Failure of Wal-Mart Express,1/20/2016
6950,The Wall Street Journal: Almost all Wal-Mart employees will get a raise next month,1/19/2016
6951,Walmart to Deliver Pay Raises Next Month,1/19/2016
6952,1.2 million Walmart workers to get pay raise,1/19/2016
6953,Wal-Mart to hike pay for 1.2 million workers in 2016,1/19/2016
6954,Wal-Mart to hike pay for 1.2 million workers in 2016,1/19/2016
6955,Wal-Mart to Increase Wages for Most U.S. Store Workers,1/19/2016
6956,Walmart to Raise Pay for 1.2 Million Workers in 2016,1/19/2016
6957,"Higher Wages Could Pay Off for Wal-Mart Employees, Customers, and Investors",1/19/2016
6958,3 Retail Stocks We Won't Buy (Hint: Wal-Mart Isn't One),1/18/2016
6959,Wal-Mart Kills Off Walmart Express,1/18/2016
6960,Wal-Mart de Mexico Plans to Sell Clothing-Store Chain,1/17/2016
6961,Walmart to Close 269 Stores as Retailers Struggle,1/14/2016
6962,Wal-Mart Makes Rare Retreat on Home Turf,1/14/2016
6963,Wal-Mart Combines Corporate IT and E-Commerce Technology Groups,1/14/2016
6964,Wal-Mart merges tech teams in online push,1/14/2016
6965,5 things to know about Walmart,1/14/2016
6966,The Margin: Is your neighborhood Wal-Mart closing? Check this interactive map,1/14/2016
6967,Walmart shuts 269 stores worldwide,1/14/2016
6968,List of the 154 U.S. stores Walmart is closing ,1/14/2016
6969,Wal-Mart: ‘A Baby Step Towards Rationalization?’,1/14/2016
6970,Wal-Mart to close Walmart Express stores as part of reorganization,1/14/2016
6971,"Walmart to close 269 stores, shut down 'Express' format",1/14/2016
6972,"Wal-Mart pulls plug on smallest store format, shuts 269 stores",1/14/2016
6973,Wal-Mart shares dip after it announces 269 global store closures,1/14/2016
6974,"Wal-Mart pulls plug on smallest store format, shuts 269 stores",1/14/2016
6975,Report: Wal-Mart To Close 60 Stores In Brazil,1/14/2016
6976,Is Walmart Increasing Its Focus On Indian E-commerce Market?,1/14/2016
6977,Wal-Mart closed over 10 percent of Brazil stores in restructuring: sources,1/13/2016
6978,"Wal-Mart recalls 330,000 griddles, citing electrical shock threat",1/11/2016
6979,"Wal-Mart, aided by low oil prices, was the only Dow stock in positive territory today",1/6/2016
6980,Why Netflix and Wal-Mart Rose on a Down Day for Stocks,1/5/2016
6981,Walmart supplier recalls beef products,1/5/2016
6982,Cramer's Stop Trading: Wal-Mart,1/5/2016
6983,"Wal-Mart supplier recalls 90,000 lbs of potentially contaminated meat",1/4/2016
6984,"Final Trade: Wal-Mart, Verizon, Apple, & more",1/3/2016
6985,Why Wal-Mart Stores Inc. Tumbled Nearly 30% in 2015,1/3/2016
6986,Wal-Mart Stores Inc.'s Worst Performing Segment in 2015,12/27/2015
6987,How Higher Wages Are Hurting Wal-Mart,12/27/2015
6988,The Best Wal-Mart Stores Inc. Headlines in 2015,12/26/2015
6989,Wal-Mart Stores Inc.'s Best-Selling Product in 2015,12/23/2015
6990,Wal-Mart considers closing 5 percent of Brazil stores: report,12/22/2015
6991,Wal-Mart Stores Inc. Unveils A New Mobile Payments Platform,12/17/2015
6992,The Wall Street Journal: Wal-Mart names Tony Rogers U.S. chief marketing officer,12/17/2015
6993,Wal-Mart names Tony Rogers as U.S. marketing head-Bloomberg,12/17/2015
6994,Wal-Mart names Tony Rogers as U.S. marketing head: Bloomberg,12/17/2015
6995,Cramer: Why Wal-Mart and Apple are unmentionable,12/17/2015
6996,Wal-Mart Promotes Tony Rogers to U.S. Chief Marketing Officer,12/17/2015
6997,"Walmart joins other stores, offers free shipping today",12/17/2015
6998,"Walmart joins other retailers, offers free shipping today",12/17/2015
6999,"Why Is Wal-Mart Stores, Inc. Stepping Into Mobile Payments?",12/17/2015
7000,Walmart to participate in free shipping day by waiving charges Friday,12/17/2015
7001,"Mystery Santas pay for $484,000 in U.S. shoppers' Walmart purchases",12/15/2015
7002,Layaway angel pays off more than $106K at Walmart stores,12/15/2015
7003,Layaway angel pays off more than $106K for Walmart customers,12/15/2015
7004,Will 2016 Be Wal-Mart Stores Inc.'s Best Year Yet?,12/14/2015
7005,Can Walmart-Pay Help Drive Revenues?,12/14/2015
7006,Why Tumbling Oil Prices are Great News for Wal-Mart,12/13/2015
7007,Why Tumbling Oil Prices are Great News for Wal-Mart,12/13/2015
7008,Wal-Mart is top oil and gas choice at Nomura retailing group,12/13/2015
7009,Will Wal-Mart Stores Inc. Raise Its Dividend in 2016?,12/13/2015
7010,Should Walmart Attempt To Out-Target Target?,12/13/2015
7011,Are Delivery Lockers a Better Fit for Wal-Mart Than for Amazon.com?,12/10/2015
7012,Wal-Mart faces uphill battle with Walmart Pay,12/10/2015
7013,"Need to Know: Contrarians say it’s time to load up on ugly retailers like Macy’s, Wal-Mart",12/10/2015
7014,The Wall Street Journal: Wal-Mart to hire an architect of Target’s cheap-chic image,12/9/2015
7015,Wal-Mart marketing head Stephen Quinn to retire: WSJ,12/9/2015
7016,Wal-Mart Marketing Chief to Step Down,12/9/2015
7017,Wal-Mart: 3 Insights From the Retail Giant's Balance Sheet,12/9/2015
7018,Wal-Mart enters mobile payment with launch of Walmart Pay,12/8/2015
7019,Walmart launching mobile payments in stores,12/8/2015
7020,Wal-Mart to Offer Smartphone Payments in Stores,12/8/2015
7021,Walmart Prepares to Enter Mobile Payments Business,12/8/2015
7022,Walmart launches proprietary mobile payment system called Walmart Pay,12/8/2015
7023,Wal-Mart Stores Inc. Names Its Hottest Products From Cyber Monday,12/2/2015
7024,These 5 Companies Own $18 Billion Worth of Walmart Stock,11/30/2015
7025,"For Wal-Mart Stores Inc, a Comeback Is Just Around the Corner",11/30/2015
7026,"Ex-Dividend Reminder: Wal-Mart Stores, Brinker International and Anthem",11/29/2015
7027,"What to Expect From Amazon, Target, Wal-Mart, and More on Cyber Monday",11/28/2015
7028,"Survey Says Amazon Will Beat Target, Wal-Mart This Holiday Season",11/27/2015
7029,The Wall Street Journal: Wal-Mart website struggles to handle demand for ‘doorbusters’,11/26/2015
7030,Wal-Mart Website Struggles to Handle Demand for 'Doorbusters',11/26/2015
7031,What Your CEO Is Reading: Internet Addiction; Gender Equality Through Process; Wal-Mart,11/26/2015
7032,Wal-Mart holiday sales get off to smooth start,11/26/2015
7033,"Wal-Mart Stores, Inc.'s Plan to Get the Jump on Cyber Monday",11/26/2015
7034,Wal-Mart Revamps E-Commerce Technology as Amazon Applies Pressure,11/24/2015
7035,Reports: Prosecutors probe Walmart payments in Brazil,11/23/2015
7036,"The Wall Street Journal: Wal-Mart suspected of bribery in Brazil after U.S. probe, sources say",11/23/2015
7037,"Yes, Target Is A Buy, Says Citi; Still Neutral On Wal-Mart, Costco",11/23/2015
7038,"Yes, Target Is A Buy, Says Citi; Still Neutral On Wal-Mart, Costco",11/23/2015
7039,"Wal-Mart Stores, Inc. Keeps Making Slow Progress",11/22/2015
7040,"Wal-Mart Stores, Inc.'s Long-Term Focus Is Paying Off",11/22/2015
7041,Walmart Cyber Monday deals start next Sunday night,11/22/2015
7042,"Behind the Storefront: Wal-Mart to offer 2,000 Cyber Monday deals the night before",11/21/2015
7043,"Wal-Mart pulls Cyber Monday forward to Sunday, record industry sales expected",11/21/2015
7044,"Wal-Mart, Target must play by their own rules to win the e-commerce game",11/19/2015
7045,Wal-Mart scrimped on hiring as store space grew rapidly,11/19/2015
7046,Wal-Mart Exceeds Expectations In Q3 As Solid Store Performance Drives Top Line,11/18/2015
7047,Wal-Mart Can Clean Up,11/17/2015
7048,Viral video leads to Patti LaBelle pie shortage at Walmart,11/17/2015
7049,VIDEO: Can Walmart survive China's slowdown?,11/16/2015
7050,"Wal-Mart Stores Inc. Earnings Dented by Investments, but Positive Comps Offer Hope",11/16/2015
7051,Home Depot Inc. and Wal-Mart Stores Inc. Stocks Jump as Indexes Stay Flat,11/16/2015
7052,"With Wal-Mart Stumbling, No. 2 Kroger Looks for More Share",11/16/2015
7053,Wal-Mart earnings beat expectations; shares up,11/16/2015
7054,Good News for Wal-Mart is Good News for Target,11/16/2015
7055,Good News for Wal-Mart is Good News for Target,11/16/2015
7056,Expect Heavy Discounting from WalMart this Holiday Season,11/16/2015
7057,Mid-Morning Market Update: Markets Edge Higher; Wal-Mart Profit Beats Expectations,11/16/2015
7058,Wall Street set to open higher after Wal-Mart results,11/16/2015
7059,Wal-Mart Tops Profit Expectations Despite Higher Spending,11/16/2015
7060,"Walmart beats Q3 earnings target, shares jump",11/16/2015
7061,"Wal-Mart Q3 Profit Beats Views, Shares Rise",11/16/2015
7062,Walmart profits dip despite US gains,11/16/2015
7063,Wal-Mart Offers Upbeat Profit Outlook,11/16/2015
7064,Wal-Mart earnings beat expectations; shares up,11/16/2015
7065,"Stock futures higher on Wal-Mart, Home Depot results",11/16/2015
7066,"Morning Movers: Wal-Mart, Home Depot Leap on Earnings; Urban Outfitters Tumbles",11/16/2015
7067,Wal-Mart quarterly revenue in line with estimates,11/16/2015
7068,US Stock Futures Surge Ahead Of Wal-Mart Earnings,11/16/2015
7069,"Market Snapshot: Wall Street eyes stronger start with Wal-Mart, inflation data ahead",11/16/2015
7070,Business Briefing: Buffett Sells Goldman Sachs and Walmart Shares,11/15/2015
7071,Wal-Mart Finds Itself Boxed In,11/15/2015
7072,Wal-Mart Finds Itself Boxed In,11/15/2015
7073,"One Put, One Call Option To Know About for Wal-Mart Stores",11/15/2015
7074,Wal-Mart Earnings: What to Watch,11/15/2015
7075,Wal-Mart: If It Can't Get Much Worse…,11/15/2015
7076,Wal-Mart: If It Can’t Get Much Worse…,11/15/2015
7077,"The Wall Street Journal: Warren Buffett adds AT&T to portfolio, cuts stakes in Goldman, Wal-Mart",11/15/2015
7078,"Warren Buffett Cuts Stake in Goldman, Wal-Mart, Adds AT&T to Portfolio, 13-F Says",11/15/2015
7079,The Earnings Spotlight Is On Wal-Mart And Other Retail Giants This Week,11/14/2015
7080,Investor case over Wal-Mart bribes hangs on judge's advice,11/12/2015
7081,Earnings Outlook: What to watch for in Wal-Mart earnings,11/12/2015
7082,Why Wal-Mart Stores Inc. Dropped 12% in October,11/12/2015
7083,Walmart scales back on Black Friday frenzy,11/12/2015
7084,"Retail Stocks Rocked Amid Broad Market Downturn, Was Wal-Mart The Canary In The Coal Mine?",11/12/2015
7085,Walmart workers group plans 15-day protest leading to Black Friday,11/11/2015
7086,Juniper Hires Security CTO From Walmart.com,11/11/2015
7087,"Walmart deals start at 6 p.m. on Thanksgiving, ditching doorbusters",11/11/2015
7088,Walmart releases list of Black Friday sales,11/11/2015
7089,Omni-Channel Retailing Could Drive Future Growth For Walmart,11/11/2015
7090,"Here's What Wal-Mart, Target, and Best Buy Are Doing on Black Friday",11/11/2015
7091,Wal-Mart to kick off Black Friday deals on Thanksgiving Day,11/11/2015
7092,"Wal-Mart goes ""deep"" on holiday inventory in bid to boost sales",11/11/2015
7093,The Wall Street Journal: Wal-Mart changes Black Friday tact in bid to keep it ‘simple’,11/11/2015
7094,Wal-Mart goes 'deep' on holiday inventory in bid to boost sales,11/10/2015
7095,"Walmart opening at 6 p.m. on Thanksgiving, ditching doorbusters",11/10/2015
7096,2 Ways Wal-Mart Stores Inc. Is Using Technology to Improve Its Shopping Experience,11/9/2015
7097,Why Wal-Mart Is No Longer a Good Investment,11/9/2015
7098,"Target tops, Walmart improving in Cowen & Co. customer satisfaction survey",11/9/2015
7099,Better Dividend Stock: Wal-Mart vs. Wells Fargo,11/8/2015
7100,"Why Target is a Better Bet Than Costco, Wal-Mart",11/8/2015
7101,"Why Target is a Better Bet Than Costco, Wal-Mart",11/8/2015
7102,Wal-Mart Stores Inc. Takes Steps to Challenge Amazon.com Inc. With Delivery Drones,11/4/2015
7103,"Now Wal-Mart Stores, Inc. Wants To Use Drones ",11/3/2015
7104,Ex-Walmart CEO lands troubled plane on highway,11/2/2015
7105,Ex-Walmart exec lands troubled plane on highway,11/2/2015
7106,Doesn't Wal-Mart Inc. Ever Learn?,11/2/2015
7107,Cramer: Wal-Mart has an ill-fated Christmas ahead,10/29/2015
7108,"For Walmart, Target stores, holidays start Nov. 1",10/29/2015
7109,Will Wal-Mart Stores Inc's Digital Investments Pay Off Against Amazon.com Inc?,10/28/2015
