,Headlines,Dates
22025,Tesla shares slump after car fire,10/2/2013
22026,Tesla shares drop 6 percent after report of Model S fire,10/2/2013
22027,Could Tesla Crush Its Own Guidance?,10/2/2013
22028,Mid-Afternoon Market Update: Tesla Drops on Baird Downgrade and YouTube Video,10/2/2013
22029,The Tesla Dilemma: To Sell or Not to Sell?,10/2/2013
22030,"Tesla Drops 2% as Baird Sees ""Execution Risk""",10/2/2013
22031,Tesla Drops 2% as Baird Sees “Execution Risk”,10/2/2013
22032,Say It Ain't So: Tesla Downgraded,10/2/2013
22033,Are Tesla Shares Finally About to Slow Down?,10/2/2013
22034,Tesla Tops Norway's EV-Friendly Car Market,10/2/2013
22035,Movers & Shakers: Global Payments jumps; Tesla stock downgraded,10/2/2013
22036,Tesla cut to neutral by Baird on execution risk,10/2/2013
22037,"Tesla stock burned by car fire video, downgrade",10/2/2013
22038,Toyota Is Giving Tesla Even More Room to Grow,9/30/2013
22039,"Toyota Sees No Market for Electric Cars, Tesla Gains 2%",9/30/2013
22040,"Toyota Sees No Market for Electric Cars, Tesla Gains 2%",9/30/2013
22041,An Unconventional Approach to Valuing Tesla,9/28/2013
22042,2 Companies With Ties to Tesla,9/27/2013
22043,Tesla Could Pull an Apple (By Dominating These ETFs),9/27/2013
22044,Tesla Motors Hits New 52-Week High,9/26/2013
22045,Tesla Motors Hits New 52-Week High,9/26/2013
22046,Can GM Challenge Tesla in the Next Generation of Electric Cars?,9/26/2013
22047,Potential Revenue Streams That Could Benefit Tesla,9/25/2013
22048,"Tesla to ""Meet or Exceed Expectations,"" Wedbush Says, Investors Shrug",9/25/2013
22049,"Tesla to “Meet or Exceed Expectations,” Wedbush Says, Investors Shrug",9/25/2013
22050,Should Tesla Motors Worry About Cadillac?,9/24/2013
22051,Will Elon Musk Finish What He Started at Tesla and SolarCity?,9/24/2013
22052,Tesla Model S,9/23/2013
22053,Tesla Is Overvalued: Let Me Count The Ways,9/23/2013
22054,Will GM Be the First to Beat Tesla Motors?,9/22/2013
22055,What Tesla Wants and Renewables Need,9/21/2013
22056,Can Tesla Make Self-Driving Cars a Reality?,9/21/2013
22057,Is Tesla Really Ahead on Self-Driving Cars?,9/21/2013
22058,"At The Open: Stocks Mixed; Darden Tumbles, Tesla At New High",9/20/2013
22059,"At The Open: Stocks Mixed; Darden Tumbles, Tesla At New High",9/20/2013
22060,Is This the Future of Tesla Motors?,9/19/2013
22061,"Deutsche: Tesla 'Margin Progression, Demand Appear Strong'",9/19/2013
22062,"Deutsche: Tesla ‘Margin Progression, Demand Appear Strong’",9/19/2013
22063,Tesla Making 'Intense Effort' To Produce Self-Driving Electric Cars Within 3 Years,9/19/2013
22064,Kandi Jumps On China Electric Vehicle Subsidies; Tesla At Fresh Highs,9/19/2013
22065,Kandi Jumps On China Electric Vehicle Subsidies; Tesla At Fresh Highs,9/19/2013
22066,Tesla rises 3% premarket after Deutsche Bank call,9/19/2013
22067,Tesla Gains 1% as Deutsche Bank Raises Target Price,9/18/2013
22068,Tesla enters race to build self-driving car,9/17/2013
22069,        GM's Anti-Tesla Battery Is Here—and It Costs Too Much      ,9/17/2013
22070,Tesla: The Attacks Keep Coming,9/17/2013
22071,Tesla: The Attacks Keep Coming,9/17/2013
22072,Movers & Shakers: Tesla shares fall on GM competition,9/17/2013
22073,GM develops long-range electric car to rival Tesla,9/17/2013
22074,Tesla Motors Gains 2% on Potential Battery Boost,9/16/2013
22075,Tesla Motors Gains 2% on Potential Battery Boost,9/16/2013
22076,"GM aims at Tesla with new, long-range electric car",9/16/2013
22077,"Does Tesla Need To Be ""Fairly"" Valued?",9/13/2013
22078,Tesla Convertible Note Conversion May Affect Stock: StreetInsider,9/13/2013
22079,Tesla Convertible Note Conversion May Affect Stock: StreetInsider,9/13/2013
22080,Tesla Slips As Musk Says Short Sellers Slightly Less Crazy Than Before,9/13/2013
22081,Tesla Slips As Musk Says Short Sellers Slightly Less Crazy Than Before,9/13/2013
22082,How Tesla Conquered Norway,9/12/2013
22083,Ask a Fool: Why Is Tesla Worth $20 Billion?,9/12/2013
22084,Tesla Shares Could Be in Line for Technical Beating,9/9/2013
22085,Retail Investors Buy The Dip And Can't Get Enough Of Tesla,9/9/2013
22086,Why Tesla Motors Is the Wrong Stock to Short,9/8/2013
22087,NYU Prof Responds to Tesla Bulls,9/6/2013
22088,Tesla Investors Are Crazier Than Elon Musk,9/6/2013
22089,Top Insiders Selling Tesla Shares in August,9/4/2013
22090,This Tesla Product Just Got Discounted,9/4/2013
22091,"Ford, GM Gain 3% as U.S. Auto Sales Surge, Tesla Falls",9/4/2013
22092,"Ford, GM Gain 3% as U.S. Auto Sales Surge, Tesla Falls",9/4/2013
22093,This Trend Should Worry Sirius XM and Tesla,9/3/2013
22094,        Tesla Popularity Contest: Model S Mania in Washington State      ,9/3/2013
22095,Tesla Motors Is Trying to Prove History Doesn't Repeat,8/31/2013
22096,3 Reasons Why Tesla Is an Industry Game Changer,8/31/2013
22097,"Tesla Motors Means Business, Conquers Norway",8/30/2013
22098,Tesla Brings Supercharger Network to Europe,8/30/2013
22099,"General Motors, Ford Outgain Tesla on Fitch Outlook, Fusion Demand",8/29/2013
22100,Tesla Is Overvalued -- But You Shouldn't Sell,8/28/2013
22101,"At $20 billion, is Tesla worth more than GM, Ford?",8/28/2013
22102,        Tesla Is Now Worth $20 Billion      ,8/27/2013
22103,Not Even a Market Selloff Can Slow Tesla Down,8/27/2013
22104,Not Even a Market Selloff Can Slow Tesla Down,8/27/2013
22105,        Tesla at $20 Billion: Electric Upstart Nears a Third of Ford's Market Value      ,8/27/2013
22106,Tesla Trademark Issues in China: Should Investors Worry?,8/26/2013
22107,Tesla Gains 5% as Investors Pick Up Good Vibrations,8/26/2013
22108,Tesla rallies 4% to new high,8/26/2013
22109,"Strong Stocks Like Facebook, Tesla Lead Market Higher",8/26/2013
22110,3 Stocks That Could Offer Tesla-Like Returns,8/26/2013
22111,Can Tesla Keep It Up?,8/26/2013
22112,"Tesla outsells Porsche, Jaguar, others in Calif.",8/25/2013
22113,"The Tesla Model S Is the World's Best Car, for Now",8/24/2013
22114,Tesla Hits a Roadblock in China: Will Musk Fight Back?,8/24/2013
22115,How Tesla Can Make Industry-Beating Vehicles,8/23/2013
22116,"Tesla, Tucker and Stock Market Lottery Tickets",8/23/2013
22117,"Tesla, Tucker and Stock Market Lottery Tickets",8/23/2013
22118,Common Sense: Wondering if Tesla Can Get There From Here,8/23/2013
22119,"No Name, No Problem: Tesla Gains 2% Despite Naming Issues in China",8/23/2013
22120,"No Name, No Problem: Tesla Gains 2% Despite Naming Issues in China",8/23/2013
22121,Electric carmaker Tesla hits roadblock in China over trademark,8/23/2013
22122,Report: Tesla China entry held up by trademark squatter,8/22/2013
22123,Tesla Opens Assembly Plant in Netherlands,8/22/2013
22124,"Tesla: Excellent Electric Cars, Unfortunately Timed Ads",8/22/2013
22125,Tesla Gains 2% as Stifel Explains Why Predicting Its Future is Impossible,8/22/2013
22126,Tesla Gains 2% as Stifel Explains Why Predicting Its Future is Impossible,8/22/2013
22127,These Big Funds Bought Tesla at Merely $110 (Or Lower),8/21/2013
22128,Tesla roof so strong it broke crush-test machine,8/21/2013
22129,"Apple Has Its Ecosystem, Tesla Has Its Infrastructure",8/20/2013
22130,Tesla Model S: Safest Car Ever,8/20/2013
22131,We Know Tesla Makes a Great Car But Is It a Great Stock?,8/20/2013
22132,We Know Tesla Makes a Great Car But Is It a Great Stock?,8/20/2013
22133,Is Tesla the Next General Motors?,8/19/2013
22134,"What If Tesla Took 500,000 Gas-Guzzlers Off the Road?",8/18/2013
22135,Why I'm Thinking About Shorting Tesla,8/15/2013
22136,"Tesla Gains 2%, MSCI Adds to Index",8/15/2013
22137,"Tesla Gains 2%, MSCI Adds to Index",8/15/2013
22138,Tesla Shouldn’t Laugh At the i3,8/13/2013
22139,Repeat After Me: Tesla Is a Winner,8/12/2013
22140,Tesla Investors Will Make This Much Over the Next 9 Years,8/12/2013
22141,Tesla cut to neutral at Lazard Capital Markets,8/12/2013
22142,Tesla Falls 4% on Lazard Downgrade,8/12/2013
22143,How Much EV Competition Does Tesla Have?,8/12/2013
22144,"U.S. Stock Futures Fall on Japanese Data, Fed Fears; Tesla Drops on Rating Cut, Steinway Surges on Better Offer",8/12/2013
22145,Tesla Earnings Sliced and Diced: Here's the Story,8/10/2013
22146,Is Tesla the New Apple?,8/10/2013
22147,Tesla Earnings Fuel Its Ride Into a Bright Future,8/10/2013
22148,Can Tesla Save This American Icon?,8/10/2013
22149,Top Ten: Top 10: Tesla surges while Penney plunges,8/9/2013
22150,Tesla CEO Laughs at the Competition,8/9/2013
22151,Tesla price target raised to $150 at Wedbush,8/9/2013
22152,Tesla Earnings: Lighting Strikes Again,8/9/2013
22153,Tesla surges as US indices flat,8/8/2013
22154,Tesla Rides Roughshod Over Naysayers,8/8/2013
22155,Chart of the Day: Tesla Shorts Throw in the Towel,8/8/2013
22156,Tesla shares ride 18 percent higher on Model S success,8/8/2013
22157,        Tesla Heads Into the Four-Wheel-Drive Future      ,8/8/2013
22158,"Mid-Day Market Update: Dow Edges Lower, Tesla Surges On Strong Q2 Results",8/8/2013
22159,EXCLUSIVE: The Shorts Are Taking A 'Wait And See' Approach With Tesla (TSLA),8/8/2013
22160,Analysts Praise Tesla: 'Couldn't Have Asked for a Better Report',8/8/2013
22161,Can Tesla Go the Distance?,8/8/2013
22162,Another Surprise Sends Tesla Stock Soaring,8/8/2013
22163,"Barclays Cuts Tesla To Hold, Stock Is 'Fairly Valued,' But Could Rise To $279",8/8/2013
22164,"Barclays Cuts Tesla To Hold, Stock Is ‘Fairly Valued,’ But Could Rise To $279",8/8/2013
22165,Tesla Shares Are Expensive No Matter How You Slice It,8/8/2013
22166,"Wall Street Snaps Three-Day Losing Streak, Tesla Soars",8/8/2013
22167,"Wall Street snaps 3-day losing streak, Tesla soars",8/8/2013
22168,"Stocks to Watch: Tesla, Green Mountain, Groupon",8/8/2013
22169,Morning Links: Tesla Electrifies Wall Street,8/8/2013
22170,"Stocks to Watch: Tesla, Groupon, T-Mobile in focus Thursday",8/8/2013
22171,Tesla leaps 15% in premarket after surprise profit,8/8/2013
22172,        Tesla Motors Stuns Wall Street ... Again      ,8/8/2013
22173,Tesla stock zooms in early trading,8/8/2013
22174,"Stock futures rising on China trade, Tesla",8/8/2013
22175,VIDEO: Tesla Model S speeds past competitors,8/8/2013
22176,"Topping Estimates, Tesla Narrows Quarterly Loss",8/7/2013
22177,Tesla Reports 70% Net Income Increase in Q2,8/7/2013
22178,        Tesla Motors Stuns Wall Street . . . Again      ,8/7/2013
22179,Tesla Soars After Q2 Results Beat Estimates (TSLA),8/7/2013
22180,Electric-car maker Tesla surprises with second-quarter profit,8/7/2013
22181,Tesla Shares Jump on Results,8/7/2013
22182,"Tesla narrows net loss, shares jump 13%  ",8/7/2013
22183,Tesla Model S,8/7/2013
22184,Tesla Shares Get A Charge Out Of Another Surprise Profit,8/7/2013
22185,Tesla Results Beat the Street; Shares Jump,8/7/2013
22186,Tesla Soars On Surprise Q2 Profit,8/7/2013
22187,Tesla Soars On Surprise Q2 Profit,8/7/2013
22188,"After Hours: Green Mountain, Tesla earnings after hours",8/7/2013
22189,Mid-Afternoon Market Update: Markets Down Across the Board as Traders Brace Themselves for Tesla Earnings After the Close,8/7/2013
22190,"Ahead of Earnings, Tesla ETFs Merit Attention",8/7/2013
22191,When Is BMW Worth $725 Billion? When You Value it Like Tesla,8/7/2013
22192,"Why You Should Buy Toyota, and Not Tesla",8/7/2013
22193,"Tesla Shares Have Seen An Average Move Of 11.57% After Earnings, Previous Was 24.4%, Options Market Anticipating 13.7% Move",8/7/2013
22194,Tesla Can't Ignore GM's Desperate Move,8/7/2013
22195,Outerwall Could Be the Next Tesla,8/7/2013
22196,Tesla stock downshifts ahead of earnings news,8/6/2013
22197,Is Tesla Set to Surprise Wall Street?,8/6/2013
22198,Why No One's Worried About Tesla Earnings,8/6/2013
22199,How Tesla Makes Millions Selling Carbon Credits,8/6/2013
22200,"What Main Street Wants: Retail Investors Kept Buying Apple, Facebook, Tesla In July",8/5/2013
22201,"Global Equities: Price Increases, BMW Models Won't Hurt Tesla",8/5/2013
22202,"Global Equities: Price Increases, BMW Models Won’t Hurt Tesla",8/5/2013
22203,Tesla Shares Volatile On Fears of Regulatory Clamp Down (TSLA),8/5/2013
22204,Tesla Motors (TSLA) Loss Likely to Narrow,8/5/2013
22205,Tesla Nabs 8% of the U.S. Luxury Car Market,8/4/2013
22206,"After a 300% Gain, Is Tesla Still a Buy?",8/3/2013
22207,Tesla: Priced for Perfection,8/1/2013
22208,Why Tesla Isn't Afraid of the Competition,7/31/2013
22209,"Fidelity Contrafund sours on Apple, bolsters Tesla bet",7/31/2013
22210,Potential Landing Spots For Tesla Motors,7/29/2013
22211,Tesla: Should Investors Buy Into the Bullish Sentiment?,7/29/2013
22212,Tesla Rises As BMW Unveils Electric Car; Wedbush Sees In-Line Q2,7/29/2013
22213,Tesla Rises As BMW Unveils Electric Car; Wedbush Sees In-Line Q2,7/29/2013
22214,Tesla Motors: An Electric Future,7/29/2013
22215,The Market Is Right About Tesla,7/28/2013
22216,Five Reasons Tesla Shares Will Keep Rallying,7/26/2013
22217,"Tesla Worth $160, Deutsche Upgrade Says",7/26/2013
22218,"Tesla Worth $160, Deutsche Upgrade Says",7/26/2013
22219,"Is Tesla the Future of Transportation, or Is the Market Insane?",7/26/2013
22220,"        New Chevy Impala Is Nearly as Good as a Tesla, Consumer Reports Says      ",7/25/2013
22221,The One Market That Will Bring Tesla Profits,7/25/2013
22222,Tesla: Goldman's Valuation of a Super Ball Stock,7/24/2013
22223,        Did Ray Lane Cost Kleiner Perkins a Slice of Tesla Motors?      ,7/24/2013
22224,"Can Tesla Sell 500,000 Cars Per Year?",7/22/2013
22225,How Tesla Is Going Against Traffic -- Again,7/22/2013
22226,I Can't Justify Tesla Motors' Valuation,7/20/2013
22227,GM: We're Worried About Tesla Motors,7/20/2013
22228,"Look out Tesla, Here Comes Ford",7/18/2013
22229,"Despite Its Recent Growth, Tesla Is Still Investable ",7/18/2013
22230,"AutoNation's Michael Jackson Talks Auto Industry, Calls Out Tesla (AN, TSLA)",7/18/2013
22231,Tesla Threat Spooks GM,7/18/2013
22232,Tesla Threat Spooks GM,7/18/2013
22233,Is Tesla Motors Valuation Getting out of Hand?,7/18/2013
22234,        Why Everybody Loves Tesla      ,7/18/2013
22235,Why Tesla Is Poised to Keep Pulling Back,7/17/2013
22236,Mid-Afternoon Market Update: Tesla Posts Huge Rally As Markets Remain in the Green,7/17/2013
22237,"Tesla Climbs On Bullish Note, Sues Atlas Technologies",7/17/2013
22238,"Tesla Climbs On Bullish Note, Sues Atlas Technologies",7/17/2013
22239,Tesla Has Room to Fall Further,7/17/2013
22240,Why the Stock Market Punished Shares of Tesla,7/17/2013
22241,Apple and Tesla: Is the Idea That Crazy?,7/17/2013
22242,Tesla Motors: 3 Numbers to Watch,7/16/2013
22243,Tesla Tumbles On Goldman Skepticism,7/16/2013
22244,Mid-Afternoon Market Update: Tesla Plummets on Goldman Valuation Model; Bidu Holds Onto Gains,7/16/2013
22245,Tesla Skids 13% As Bearish Goldman Sachs Warns Of 25% Downside,7/16/2013
22246,Tesla Skids 13% As Bearish Goldman Sachs Warns Of 25% Downside,7/16/2013
22247,Should Tesla Hook up With Another Automaker?,7/16/2013
22248,Tesla Production Passes Key Milestone,7/16/2013
22249,SolarCity Is Just Another Form of Tesla,7/16/2013
22250,Tesla: Value of the Carbon Credits,7/16/2013
22251,Tesla shares down 13% on analyst skepticism,7/15/2013
22252,Why I Think Tesla Is a Terrible Investment,7/15/2013
22253,Global Equities Research: 'Demand Exceeding Production' At Tesla,7/15/2013
22254,Global Equities Research: ‘Demand Exceeding Production’ At Tesla,7/15/2013
22255,"Auto News Roundup: Ford's Boost in Europe, Tesla Hits a Higher Gear, and GM's Latest Union Brawl",7/14/2013
22256,Why Tesla Should License Its Technology,7/12/2013
22257,Tesla Finally Peaking on Nasdaq-100 Inclusion,7/12/2013
22258,Tesla and Apple: One of a Kind?,7/10/2013
22259,"Tesla Shares Rally to Conversion Price, but Noteholders Won't Strike…Yet",7/10/2013
22260,Tesla Rises On New Listing; Matarin Wonders If High Volume Is Prelude To Fall,7/9/2013
22261,Tesla to Join the Nasdaq 100,7/9/2013
22262,"Alcoa Earnings Push Futures Higher; Tesla, Intuitive Surgical In The Spotlight",7/9/2013
22263,"Alcoa Earnings Push Futures Higher; Tesla, Intuitive Surgical In The Spotlight",7/9/2013
22264,Tesla Gets Oracle's Spot In Nasdaq 100,7/9/2013
22265,Tesla to join Nasdaq-100 July 15 as Oracle leaves,7/9/2013
22266,Tesla Motors to replace Oracle Corp on Nasdaq 100 Index,7/8/2013
22267,GM and Honda Team up to Tackle Tesla,7/8/2013
22268,Petition Supporting Tesla on White House Radar,7/8/2013
22269,"Tesla Motors, First Solar, and Netflix May Have The Most Upside",7/8/2013
22270,"Auto News Roundup: Ford's Sales Soar, GM's Big Reveal, Toyota Taunts Tesla and More",7/6/2013
22271,"Mid-Day Market Update: Dow Surges 100 Points, Tesla Shares Rise",7/5/2013
22272,"The Market Loves Tesla, but Analyst Opinions Are Mixed",7/5/2013
22273,Coolest Tech Gadget of 2013: Google Glasses Controlling Tesla Cars,7/4/2013
22274,Tesla Stock: Time to Sell?,7/4/2013
22275,How Google and Tesla Are Combining Forces,7/4/2013
22276,3 Bear Arguments Tesla Bulls Can’t Ignore,7/4/2013
22277,Driving a Tesla Home? Don't Miss the Opportunity,7/3/2013
22278,Tesla Fan To White House: Loosen State Auto Sales Restrictions,7/2/2013
22279,Tesla Fan To White House: Loosen State Auto Sales Restrictions,7/2/2013
